# [Parameters]
# Name = 'ha3'
# ShotNo = 163379
# SubShotNO = 1
# Date = '11/20/2020 11:59'
#
# DimNo = 1
# DimName = 'Time'
# DimSize = 400
# DimUnit = 's'
#
# ValNo = 3
# ValName = 'Halpha', 'Dalpha', 'D/(H+D)'
# ValUnit = 'arb', 'arb', 'None'
#
# [Comments]
# Halpha: 656.3 nm, Dalpha: 656.0 nm
#
# [Data]
   0.00750,    0.00000,    0.01292,    1.00000
   0.03250,    0.00000,    0.02107,    1.00000
   0.05750,    0.00471,    0.00000,    0.00000
   0.08250,    0.02003,    0.00000,    0.00000
   0.10750,    0.00048,    0.00048,    0.00000
   0.13250,    0.01047,    0.00157,    0.13052
   0.15750,    0.00442,    0.01181,    0.72785
   0.18250,    0.01048,    0.00000,    0.00000
   0.20750,    0.00820,    0.00332,    0.28804
   0.23250,    0.00430,    0.00347,    0.00000
   0.25750,    0.00079,    0.00909,    0.00000
   0.28250,    0.00484,    0.01151,    0.70399
   0.30750,    0.00000,    0.00881,    0.00000
   0.33250,    0.00841,    0.00085,    0.00000
   0.35750,    0.00299,    0.00604,    0.00000
   0.38250,    0.01536,    0.00694,    0.31130
   0.40750,    0.00746,    0.01140,    0.60442
   0.43250,    0.00615,    0.00920,    0.59945
   0.45750,    0.00166,    0.00044,    0.00000
   0.48250,    0.01305,    0.01793,    0.57881
   0.50750,    0.00462,    0.00145,    0.00000
   0.53250,    0.00282,    0.00221,    0.00000
   0.55750,    0.00602,    0.00000,    0.00000
   0.58250,    0.00305,    0.00914,    0.75012
   0.60750,    0.00568,    0.01357,    0.70487
   0.63250,    0.00138,    0.00521,    0.00000
   0.65750,    0.00496,    0.01985,    0.80000
   0.68250,    0.01432,    0.00713,    0.33249
   0.70750,    0.00149,    0.00471,    0.00000
   0.73250,    0.02111,    0.00402,    0.15993
   0.75750,    0.00716,    0.00000,    0.00000
   0.78250,    0.01090,    0.00302,    0.21711
   0.80750,    0.00695,    0.01019,    0.59450
   0.83250,    0.00808,    0.01630,    0.66865
   0.85750,    0.00423,    0.00000,    0.00000
   0.88250,    0.00398,    0.00000,    0.00000
   0.90750,    0.00472,    0.00000,    0.00000
   0.93250,    0.00000,    0.00000,    0.00000
   0.95750,    0.00000,    0.00638,    0.00000
   0.98250,    0.01019,    0.00592,    0.36745
   1.00750,    0.00000,    0.01035,    1.00000
   1.03250,    0.00516,    0.00258,    0.00000
   1.05750,    0.01468,    0.00552,    0.27311
   1.08250,    0.00318,    0.00697,    0.68672
   1.10750,    0.00000,    0.00995,    0.00000
   1.13250,    0.00221,    0.00564,    0.00000
   1.15750,    0.00000,    0.00112,    0.00000
   1.18250,    0.00228,    0.00350,    0.00000
   1.20750,    0.00372,    0.01992,    0.84275
   1.23250,    0.01370,    0.00201,    0.12808
   1.25750,    0.00000,    0.00060,    0.00000
   1.28250,    0.00250,    0.01599,    0.86471
   1.30750,    0.00363,    0.00851,    0.70100
