# [Parameters]
# Name = 'fig_h2'
# ShotNo = 115083
# Date = '11/14/2012 16:32'
# 
# DimNo = 1
# DimName = 'Time'
# DimSize = 1310
# DimUnit = 's'
# 
# ValNo = 23
# ValName = 'FIG(9kura)', 'FIG(9I)', 'FIG(6I)', 'FIG(9.5L)', 'FIG(8.5U)', 'Pcc(3-O)', 'Pcc(6-O)', 'Pcc(8-O)', 'Pcc(10-O)', 'Emission(9kura)', 'Emission(9I)', 'Emission(6I)', 'Emission(9.5L)', 'Emission(8.5U)', 'Output(9kura)', 'Output(9I)', 'Output(6I)', 'Output(9.5L)', 'Output(8.5U)', 'Output(3-O)', 'Output(6-O)', 'Output(8-O)', 'Output(10-O)'
# ValUnit = 'Pa', 'Pa', 'Pa', 'Pa', 'Pa', 'Pa', 'Pa', 'Pa', 'Pa', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V'
# [Comments]
# Neutral pressure ; calibrated for H2 at : 2012.10.16.
#    For He, Ar, Ne etc, need correction factor
#    FIG data NOT reliable below 1.e-3 Pa
#    Pcc data need correction above 0.1 Pa
#    Contact: kobayashi.masahiro@lhd.nifs.ac.jp or tel.2169.
# 
# 
# [data]
 #Time(s), FIG(9kura)(Pa), FIG(9I)(Pa), FIG(6I)(Pa), FIG(9.5L)(Pa), FIG(8.5U)(Pa), Pcc(3-O)(Pa), Pcc(6-O)(Pa), Pcc(8-O)(Pa), Pcc(10-O)(Pa), Emission(9kura)(V), Emission(9I)(V), Emission(6I)(V), Emission(9.5L)(V), Emission(8.5U)(V), Output(9kura)(V), Output(9I)(V), Output(6I)(V), Output(9.5L)(V), Output(8.5U)(V), Output(3-O)(V), Output(6-O)(V), Output(8-O)(V), Output(10-O)(V), 
   0.000,  0.0000E+000,  1.2553E-005,  1.4063E-003,  0.0000E+000,  0.0000E+000,  5.8677E-004,  2.1351E-004,  0.0000E+000,  6.0200E-004, -7.6758E+000,  3.2178E+000,  1.1768E+000, -3.0127E+000, -2.2461E-001,  9.9951E+000, -9.7656E-003,  9.7656E-003, -1.0000E+001,  0.0000E+000,  3.4321E+000,  3.1687E+000,  4.9257E-001,  3.4388E+000
   0.010,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  6.0148E-004,  2.1938E-004,  0.0000E+000,  6.2519E-004, -7.6807E+000,  3.2666E+000,  1.1523E+000, -3.0176E+000, -2.3438E-001,  9.9951E+000, -1.4648E-002, -4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4385E+000,  3.1758E+000,  4.9959E-001,  3.4486E+000
   0.020,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  6.0290E-004,  2.1682E-004,  0.0000E+000,  6.1864E-004, -7.6807E+000,  3.2373E+000,  1.1621E+000, -3.0127E+000, -2.2461E-001,  9.9951E+000, -4.8828E-003,  0.0000E+000, -1.0000E+001,  0.0000E+000,  3.4391E+000,  3.1727E+000,  5.0142E-001,  3.4458E+000
   0.030,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  5.9170E-004,  2.1606E-004,  0.0000E+000,  6.1358E-004, -7.6807E+000,  3.2471E+000,  1.1621E+000, -3.0176E+000, -2.3438E-001,  9.9951E+000, -9.7656E-003,  4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4342E+000,  3.1718E+000,  4.9532E-001,  3.4437E+000
   0.040,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  5.8550E-004,  2.1405E-004,  0.0000E+000,  6.0290E-004, -7.6807E+000,  3.2715E+000,  1.1572E+000, -3.0176E+000, -2.3438E-001,  9.9951E+000, -9.7656E-003,  0.0000E+000, -1.0000E+001,  0.0000E+000,  3.4315E+000,  3.1693E+000,  4.9348E-001,  3.4391E+000
   0.050,  0.0000E+000,  1.2553E-005,  2.0259E-004,  0.0000E+000,  0.0000E+000,  5.9170E-004,  2.1305E-004,  0.0000E+000,  6.0290E-004, -7.6807E+000,  3.2324E+000,  1.1621E+000, -3.0078E+000, -2.2461E-001,  9.9951E+000, -9.7656E-003,  4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4342E+000,  3.1681E+000,  4.9379E-001,  3.4391E+000
   0.060,  0.0000E+000,  1.2553E-005,  4.0798E-005,  0.0000E+000,  0.0000E+000,  6.0008E-004,  2.1606E-004,  0.0000E+000,  6.1215E-004, -7.6807E+000,  3.2324E+000,  1.1328E+000, -3.0176E+000, -2.3438E-001,  9.9951E+000, -9.7656E-003,  0.0000E+000, -1.0000E+001,  0.0000E+000,  3.4379E+000,  3.1718E+000,  4.9776E-001,  3.4431E+000
   0.070,  0.0000E+000,  1.2553E-005,  9.0034E-005,  0.0000E+000,  0.0000E+000,  6.1000E-004,  2.2067E-004,  0.0000E+000,  6.3182E-004, -7.6807E+000,  3.2471E+000,  1.1572E+000, -3.0176E+000, -2.3438E-001,  9.9951E+000, -1.4648E-002,  4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4422E+000,  3.1773E+000,  5.0325E-001,  3.4513E+000
   0.080,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  6.0573E-004,  2.1989E-004,  0.0000E+000,  6.2592E-004, -7.6807E+000,  3.2373E+000,  1.1621E+000, -3.0176E+000, -2.3438E-001,  9.9951E+000, -9.7656E-003, -4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4404E+000,  3.1764E+000,  5.0264E-001,  3.4489E+000
   0.090,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  5.9727E-004,  2.1682E-004,  0.0000E+000,  6.1430E-004, -7.6807E+000,  3.2275E+000,  1.1572E+000, -3.0176E+000, -2.3438E-001,  9.9951E+000, -9.7656E-003,  0.0000E+000, -1.0000E+001,  0.0000E+000,  3.4367E+000,  3.1727E+000,  4.9806E-001,  3.4440E+000
