# [Parameters]
# Name = tsmap_nel
# ShotNo = 189309
# Date = '04/10/2024 16:02'
# 
# DimNo = 1
# DimName = 'Time'
# DimSize = 163
# DimUnit = 's'
# 
# ValNo = 25
# ValName = 'laser', 'laser number', 'a99', 'a999', 'R99', 'R999', 'p0', 'pf', 'ip', 'ipf', 'nl_thomson_mid', 'nl_mmw_mid', 'nl_thomson_3579', 'nl_fir_3579', 'nl_thomson_3669', 'nl_fir_3669', 'nl_thomson_3759', 'nl_fir_3759', 'nl_thomson_3849', 'nl_fir_3849', 'nl_thomson_3939', 'nl_fir_3939', 'chi', 'geom_center', 'Rax_vmec'
# ValUnit = 'arb', 'arb', 'm', 'm', 'm', 'm', '%', 'arb', 'kA/T', 'arb', 'arb', 'e19m-2', 'arb', 'e19m-2', 'arb', 'e19m-2', 'arb', 'e19m-2', 'arb', 'e19m-2', 'arb', 'e19m-2', 'arb', 'm', 'm'
# 
# [Comments]
# Bt = -2.53850
# Rax = 3.90000
# Bq = 100.000
# Gamma = 1.25380
# phiedge = -2.8685000
# avac = 0.55800000
# ExpDate = 2.02404e+07
# Cycle = 25.0000
# t1 = 3.29900
# t2 = 8.69300
# density (ne) is only for very rough information
# Do not use data for ne_bar < 5*1-^12cm-3
# High Voltage is set at 0.90 times
# Te limit = 22keV
# Laser#1, #3, #5, 
# 
# [data]
  0.00028000,      56.000,      10.000,     0.76029,     0.78490,      5.1775,      5.2437,      0.0000,      2.1400,     -0.0000,      2.0000,    0.021859,   -0.011768,    0.021693,   0.0057531,    0.021829, -0.00082463,    0.021749,   0.0033134,    0.021356,   0.0057531,    0.020488,  -0.0024650,      9999.0,      3.8133,      3.8981
      3.3003,      50.000,      10.000,     0.75166,     0.77545,      5.1570,      5.1891,      4.5000,      1.4100,    -0.17517,      2.0000,    0.019701,    0.013071,    0.017920,    0.059992,    0.018215,    0.071781,    0.018694,    0.057984,    0.020224,    0.041913,    0.019919,    0.051774,      576.50,      3.9303,      4.0960
      3.3336,      49.000,      10.000,     0.56731,     0.61110,      4.6949,      4.8062,     0.50000,      2.1400,    -0.18455,      2.0000,     0.15043,      1.4206,     0.14548,      1.3617,     0.14847,      1.4059,     0.14791,      1.3519,     0.14469,      1.3346,     0.13839,      1.3354,      13.907,      3.8234,      3.9329
      3.3669,      40.000,      10.000,     0.57297,     0.61512,      4.6981,      4.8052,     0.30000,      2.1400,    0.020310,      2.0000,     0.22796,      2.2651,     0.22048,      2.1843,     0.22650,      2.2862,     0.22640,      2.2357,     0.22067,      2.1753,     0.21081,      2.1490,      5.5687,      3.8194,      3.9190
      3.4003,      50.000,      10.000,     0.56889,     0.61205,      4.6935,      4.8028,     0.40000,      2.1400,     0.27158,      2.0000,     0.25749,      2.5548,     0.24340,      2.4194,     0.25307,      2.5404,     0.25401,      2.5364,     0.24860,      2.4736,     0.23743,      2.4383,      6.2104,      3.8214,      3.9259
      3.4336,      48.000,      10.000,     0.56973,     0.61290,      4.6955,      4.8051,     0.40000,      2.1400,     0.47739,      2.0000,     0.27501,      2.6956,     0.25394,      2.4917,     0.26614,      2.6402,     0.26977,      2.6457,     0.26647,      2.5821,     0.25453,      2.5287,      1.5158,      3.8214,      3.9259
      3.4669,      48.000,      10.000,     0.57420,     0.61702,      4.6970,      4.8059,     0.20000,      2.1400,     0.62688,      2.0000,     0.28210,      2.7867,     0.25826,      2.5640,     0.27188,      2.6946,     0.27766,      2.7095,     0.27428,      2.6635,     0.26160,      2.6372,      3.0617,      3.8178,      3.9120
      3.5003,      47.000,      10.000,     0.56920,     0.61266,      4.6953,      4.8059,     0.40000,      2.1400,     0.73228,      2.0000,     0.29356,      2.9274,     0.26962,      2.6725,     0.28327,      2.8126,     0.28771,      2.8371,     0.28474,      2.8081,     0.27219,      2.7637,      4.4862,      3.8218,      3.9258
      3.5336,      49.000,      10.000,     0.57039,     0.61328,      4.6931,      4.8016,     0.30000,      2.1400,     0.81761,      2.0000,     0.31171,      3.1096,     0.28445,      2.8533,     0.30027,      2.9941,     0.30620,      2.9829,     0.30244,      2.9708,     0.28869,      2.9355,      2.4191,      3.8198,      3.9189
      3.5669,      58.000,      10.000,     0.57197,     0.61529,      4.6968,      4.8072,     0.30000,      2.1400,     0.89521,      2.0000,     0.33186,      3.3000,     0.30895,      3.0250,     0.32395,      3.1575,     0.32800,      3.1560,     0.32265,      3.1245,     0.30809,      3.1072,      3.7558,      3.8198,      3.9189
      3.6003,      48.000,      10.000,     0.57719,     0.61864,      4.6990,      4.8043,     0.10000,      2.1400,     0.98124,      2.0000,     0.34747,      3.5235,     0.32112,      3.2510,     0.33595,      3.3753,     0.34150,      3.3747,     0.33752,      3.3324,     0.32165,      3.2880,      3.4396,      3.8158,      3.9051
      3.6336,      46.000,      10.000,     0.57402,     0.61631,      4.6966,      4.8039,     0.20000,      2.1400,      1.0668,      2.0000,     0.37762,      3.7471,     0.35071,      3.4951,     0.36704,      3.6022,     0.37182,      3.6025,     0.36652,      3.5584,     0.34963,      3.5321,      3.4600,      3.8178,      3.9120
      3.6669,      47.000,      10.000,     0.57353,     0.61607,      4.7005,      4.8093,     0.30000,      2.1400,      1.1506,      2.0000,     0.40216,      4.0120,     0.37610,      3.7392,     0.39126,      3.8382,     0.39547,      3.8394,     0.39001,      3.7934,     0.37245,      3.7581,      3.8797,      3.8198,      3.9189
      3.7003,      51.000,      10.000,     0.57207,     0.61502,      4.6970,      4.8064,     0.30000,      2.1400,      1.2331,      2.0000,     0.42758,      4.2604,     0.39591,      3.9561,     0.41409,      4.0923,     0.41978,      4.0854,     0.41486,      4.0465,     0.39608,      3.9931,      1.9189,      3.8198,      3.9189
      3.7336,      50.000,      10.000,     0.57540,     0.61704,      4.6998,      4.8060,     0.20000,      2.1400,      1.2927,      2.0000,     0.45816,      4.5336,     0.42346,      4.2002,     0.44357,      4.3373,     0.45018,      4.3588,     0.44550,      4.2997,     0.42478,      4.2462,      2.0354,      3.8178,      3.9120
      3.7669,      49.000,      10.000,     0.56954,     0.61209,      4.6911,      4.7985,     0.30000,      2.1400,      1.3561,      2.0000,     0.48348,      4.8234,     0.44480,      4.4624,     0.46798,      4.6096,     0.47474,      4.6230,     0.46862,      4.5618,     0.44731,      4.4903,      1.4224,      3.8198,      3.9189
      3.8003,      48.000,      10.000,     0.56933,     0.61235,      4.6956,      4.8051,     0.40000,      2.1400,      1.4163,      2.0000,     0.51356,      5.0469,     0.46990,      4.6793,     0.49647,      4.8637,     0.50413,      4.8690,     0.49773,      4.8059,     0.47550,      4.7525,      1.0101,      3.8218,      3.9258
      3.8336,      49.000,      10.000,     0.57061,     0.61397,      4.6936,      4.8035,     0.30000,      2.1400,      1.4648,      2.0000,     0.53436,      5.3446,     0.48779,      4.8872,     0.51614,      5.0997,     0.52589,      5.1424,     0.51939,      5.0590,     0.49567,      4.9875,      2.1068,      3.8198,      3.9189
      3.8669,      47.000,      10.000,     0.56755,     0.61087,      4.6873,      4.7968,     0.30000,      2.1400,      1.5021,      2.0000,     0.56359,      5.6017,     0.50919,      5.0861,     0.54224,      5.3357,     0.55367,      5.4066,     0.54796,      5.3302,     0.52309,      5.2497,      2.4185,      3.8203,      3.9189
