# [Parameters]
# Name = 'DivIis_tor_sum'
# ShotNo = 166590
# Date = '01/08/2021 12:19'
# 
# DimNo = 1
# DimName = 'Time'
# DimSize = 2499
# DimUnit = 's'
# 
# ValNo = 14
# ValName = 'Iis_2L@20', 'Iis_2R@20', 'Iis_4L@20', 'Iis_4R@19', 'Iis_6L@20', 'Iis_6R@4', 'Iis_7L@20', 'Iis_7R@19', 'Iis_8L@20', 'Iis_8R@20', 'Iis_9L@17', 'Iis_9R@19', 'Iis_10L@20', 'Iis_10R@20'
# ValUnit = 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A'
# [Comments]
# *Number following "@" indicates number of used probed pins for summation. 
# *4L and 4R tile's positions were different from toroidal symmetric ones of the other tiles. 
# *2L and 2R tile probe's positions were following a different rule in 18 cycle experiment. 
# *Zero value is inserted when signal is not reliable or resister was broken. 
# *There may be obviously strange signal and it would be attributed to break of resistances. 
# *If you have a quastion about this data, please contact S. Masuzaki and H. Tanaka. 
# 
# ***** Additional information after analysis *****
# tnm:  2L  2R  4L  4R  6L  6R  7L  7R  8L  8R  9L  9R  10L 10R
# gdn: 20  20  20  19  20   4  20  19  20  20  17  19  20  20
# mode: 2  2  2  2  2  2  2  2  2  2  2  2  2  2 (0:no-bias?/1:Isat/2:Ip-Vp)
# 
# *****  Break probe information of Langmuir8  *****
# [br0] pre-removed channel / [br1] small R in circuit with GND / [br2] break of resister (maybe)
# 08-Jan-2021 / [br0]  4R2  6R1  6R3  6R4  6R5  6R6  6R7  6R10 6R11 6R12 6R13 6R14 6R15 6R18 6R20 7R6  9L2  9L12 9R18 were firstly removed
# 166590 / [br1]  6R2  6R19 9L5  / [br2] none / 08-Jan-2021 12:19:32
# **************************************************
# [data]
  3.4105E-03, 5.8453E-04, 3.2083E-04, 5.0841E-04, 7.2616E-04, -3.0099E-04, -7.9601E-05, 8.0146E-05, 2.3210E-05, -1.0623E-04, -1.3661E-04, 3.1766E-04, -1.8375E-04, 2.2084E-04, 1.8249E-04
  7.4105E-03, -1.6274E-04, -9.2394E-05, 1.7746E-04, 4.0753E-05, -4.0862E-04, -6.2281E-05, 1.2407E-04, 1.4631E-04, 4.2824E-04, 2.7166E-04, 2.3415E-04, 2.7216E-04, 5.8148E-04, 3.1734E-04
  1.1411E-02, 7.4227E-04, 3.1526E-04, 6.8657E-04, 6.6430E-04, -4.5440E-04, -6.2281E-05, 2.2616E-05, 8.6926E-05, -1.8479E-04, 1.6155E-04, 6.5418E-04, 3.3340E-04, -1.2991E-04, -2.4744E-05
  1.5411E-02, 3.4389E-04, 3.4419E-05, 6.3337E-04, 7.6946E-04, -9.0043E-05, -3.6299E-05, 2.1379E-05, 1.7024E-05, 7.8117E-05, 2.7105E-04, 9.3503E-04, 9.6623E-04, -4.9488E-05, 8.4130E-05
  1.9411E-02, 4.0823E-04, 5.7507E-04, 1.1431E-03, 1.2340E-03, 4.7474E-04, 1.3189E-05, 8.4597E-04, 7.2346E-04, 6.3176E-04, 4.6467E-04, 7.4883E-04, 8.1653E-04, 3.7178E-04, 2.2703E-04
  2.3411E-02, -1.0325E-03, -1.0648E-03, -6.7249E-04, -6.3414E-04, -1.4646E-03, -2.4600E-04, -1.1472E-03, -1.1064E-03, -6.1904E-04, -7.2614E-04, 4.2716E-04, 5.1836E-04, -3.7796E-04, -6.1922E-04
  2.7411E-02, -7.4979E-04, -1.0395E-03, -9.4777E-04, -9.0756E-04, -9.5670E-04, -1.3837E-04, -3.6215E-04, -5.9064E-05, -2.0520E-04, 1.9743E-04, 1.9409E-03, 2.3587E-03, -5.3200E-05, -4.1446E-05
  3.1411E-02, -4.2503E-04, -3.4911E-04, -2.0854E-04, -2.7906E-04, -8.5773E-04, -1.6249E-04, -3.6525E-04, -3.6032E-04, -7.4400E-04, -5.9809E-04, -4.0506E-05, -4.7038E-05, -6.1179E-04, -5.1839E-04
  3.5411E-02, -4.2936E-04, -6.4109E-04, -1.1946E-04, 7.8488E-05, -1.5376E-04, -7.2797E-05, -5.5701E-04, -6.7581E-04, 1.7586E-04, -7.7226E-05, 3.9004E-04, 5.1836E-04, -1.4290E-04, -4.4539E-05
  3.9411E-02, 7.7567E-04, 7.9282E-04, 6.1791E-04, 8.1029E-04, 6.2135E-04, 1.1216E-04, 4.5997E-04, 4.2406E-04, 4.7402E-04, 1.9248E-04, -6.9580E-05, -1.1014E-04, 7.6088E-05, -4.5158E-05
  4.3411E-02, 1.1629E-03, 1.1095E-03, 1.2105E-03, 9.8783E-04, 2.9473E-04, 7.5048E-05, 3.4924E-04, 5.6510E-04, 7.3136E-04, 8.8470E-04, 6.8697E-04, 3.2227E-04, 6.9531E-04, 5.7406E-04
  4.7411E-02, -3.2234E-04, -3.6210E-04, -7.5971E-04, -8.7477E-04, -5.2430E-04, -1.5074E-04, -6.3434E-04, -6.3869E-04, -4.1181E-04, -2.0589E-04, -4.7043E-04, -5.8213E-04, -5.1529E-04, -4.7199E-04
  5.1411E-02, -1.7016E-04, -2.9282E-04, -1.1452E-04, 1.0138E-04, 2.9101E-04, 5.2160E-05, 5.6265E-04, 4.7108E-04, 4.8825E-04, 3.9786E-04, 4.7974E-04, 5.3073E-04, 3.2786E-04, 4.0518E-04
  5.5411E-02, 4.4472E-04, 2.0392E-04, 4.0202E-04, 4.4532E-04, 4.6608E-04, 8.5565E-05, 2.0325E-04, 8.9821E-06, 5.3031E-04, 2.0795E-04, 1.4243E-03, 1.8533E-03, -1.0702E-04, -2.8641E-04
  5.9411E-02, 3.8410E-04, 4.2476E-04, 3.1603E-04, 2.6964E-04, -4.3089E-04, -8.1457E-05, -1.1583E-03, -1.0247E-03, -6.0420E-04, -6.3953E-04, -6.1209E-04, -6.9286E-04, -7.9861E-04, -1.0386E-03
  6.3411E-02, -6.5700E-04, -7.5801E-04, -1.3517E-03, -1.4185E-03, -1.3767E-03, -2.4786E-04, -1.3290E-03, -1.0494E-03, -1.0576E-03, -6.9335E-04, -1.7516E-03, -1.8719E-03, -1.0597E-03, -8.8893E-04
  6.7411E-02, -8.9454E-04, -7.9574E-04, -9.8488E-04, -9.7313E-04, -8.6144E-04, -1.2414E-04, -4.5865E-04, -3.9991E-04, -7.6689E-04, -7.6944E-04, -5.8611E-04, -8.8091E-04, -7.3737E-04, -4.1199E-04
  7.1411E-02, -9.2221E-05, 8.8856E-05, 1.4592E-04, 2.4427E-04, 6.7145E-04, 1.2144E-04, 4.0986E-04, 2.1436E-04, 5.9341E-04, 2.5496E-04, 2.5951E-04, 3.5753E-04, 5.3880E-04, 5.6293E-04
  7.5411E-02, 4.8555E-04, 3.4743E-04, 1.7870E-04, 1.5272E-04, 8.3600E-04, 1.6660E-04, 6.6039E-04, 3.8509E-04, 5.8537E-04, 3.5518E-04, -1.0191E-03, -6.3966E-04, 8.9883E-04, 6.7365E-04
  7.9411E-02, -2.8399E-04, -2.3653E-04, -4.7887E-04, -6.3290E-04, 3.8625E-05, 2.9891E-05, -7.8589E-04, -5.2549E-04, -4.8605E-04, -1.9847E-04, 9.1152E-04, 1.7766E-03, -9.3532E-04, -1.0343E-03
  8.3411E-02, 1.0511E-04, 4.8600E-04, -3.5334E-05, -2.0545E-04, 8.0260E-04, 1.5361E-04, 5.3915E-04, 4.7355E-04, -4.0036E-05, 1.8657E-05, -1.3278E-03, -1.4222E-03, 3.4023E-05, 2.5177E-04
  8.7411E-02, 5.5855E-04, 8.8128E-04, 7.0513E-04, 5.3254E-04, 7.9517E-04, 1.5423E-04, 6.0657E-04, 5.0943E-04, 2.1050E-04, -4.6915E-05, -1.1991E-03, -1.5923E-03, 1.5156E-04, 3.6621E-04
  9.1411E-02, 3.8922E-05, 3.2578E-04, 5.7213E-04, 4.4841E-04, 7.1166E-04, 1.6784E-04, 4.1728E-04, 3.8695E-04, -2.2871E-04, -6.4572E-04, -1.0179E-03, -9.8917E-04, 1.6640E-04, 1.5960E-04
  9.5411E-02, -1.1401E-03, -7.3079E-04, -1.6035E-03, -1.4154E-03, 1.2746E-03, 2.3217E-04, 8.2865E-04, 7.8038E-04, 7.8703E-04, 1.0090E-03, -8.1499E-04, -1.0071E-03, 1.3770E-03, 1.3071E-03
  9.9411E-02, 3.2533E-04, 4.5692E-04, -2.0488E-05, -1.6462E-04, 6.0217E-04, 1.0041E-04, 6.6658E-04, 6.2387E-04, -2.5964E-04, 5.0206E-05, -5.0074E-04, -6.0502E-04, 7.8562E-05, 3.1425E-04
