Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	weight12	weight13	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,9	0.16511995086233855	0.0	-1.9300272238604996	0.0	0.0	0.0	0.0	0.0	0.0	2.564440173018828	0.0	0.0	0.0	0.0	-0.35691923392445807	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,1,2,7	0.7976511882855252	0.0	-3.4775851988756386	0.0	0.0	0.0	0.0	3.5132834222633305	0.0	0.0	0.0	0.0	0.0	0.0	-0.29662330334611475	0.9333333333333333	0.0	0.9666666666666666	1.0	0.95	0.2	0.0	0.1	0.0	0.15
0,1,2,3	-1.244447070991883	0.0	-1.146730818367022	4.611770591941275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.2946959459747407	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,11	0.4792412319037277	0.0	-2.666929621627278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5340747860742665	0.2833333333333333	0.0	0.7	0.6	0.38	0.2477678124553084	0.0	0.11770673423150743	0.48989794855663565	0.3208322510804257
0,1,3,4	-2.021845105643605	0.0	0.0	3.657759986377691	1.8853175987762207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.414884772869729	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,10	0.30911922063589653	0.0	-1.683047720888982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.521230694473449	0.0	0.0	0.0	-2.4244483997164172	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,5	1.0815349229297015	0.0	0.0	4.071719176047038	0.0	-1.9892486806377476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.311711974311042	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,5	1.5923104514307878	0.0	-2.321293823236704	0.0	0.0	-1.8666134718870662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1498861462275962	0.45	0.10833333333333332	0.7047619047619048	0.4666666666666667	0.44666666666666666	0.42196629670573876	0.175	0.1887421065010135	0.42687494916218993	0.40557229798013683
0,1,2,6	0.5755338653454085	0.0	-2.929860166973784	0.0	0.0	0.0	2.4721604730543922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2651279701892734	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,1,3,6	0.5674716414823793	0.0	0.0	3.5436729253018115	0.0	0.0	1.2883894804415412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.210066503225041	1.0	0.15	0.9071428571428571	0.8416666666666666	0.9038095238095238	0.0	0.16583123951777	0.1067187372905475	0.17260262647673316	0.10945753688509706
0,1,3,8	-0.7472805426644042	0.0	0.0	5.040169456913199	0.0	0.0	0.0	0.0	-0.39540076939291185	0.0	0.0	0.0	0.0	0.0	-3.092297861218552	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,7	0.7721926499572309	0.0	0.0	3.806891363106317	0.0	0.0	0.0	1.6915660849129175	0.0	0.0	0.0	0.0	0.0	0.0	-3.8342888857402064	0.9333333333333333	0.0	0.9666666666666666	1.0	0.95	0.2	0.0	0.1	0.0	0.15
0,1,3,10	0.1014443160917308	0.0	0.0	3.1286747074392496	0.0	0.0	0.0	0.0	0.0	0.0	2.926327008989106	0.0	0.0	0.0	-4.353704138657014	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,9	-0.26601170057511714	0.0	0.0	4.273270459462542	0.0	0.0	0.0	0.0	0.0	0.8983336286708618	0.0	0.0	0.0	0.0	-3.3660506349967143	1.0	0.1	0.9357142857142857	0.8916666666666666	0.9323809523809524	0.0	0.16583123951777	0.1086142355043528	0.175	0.11215877957937442
0,1,3,11	-0.6095456841554017	0.0	0.0	5.080650075418805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.4384304840957958	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,12	-1.226999530194424	0.0	0.0	4.872190047682484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6294588726498722	0.0	-3.211671791140006	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,4,5	1.2747494409912892	0.0	0.0	0.0	2.60803729273294	-1.4316760702178921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3418535993905432	0.4833333333333333	0.0	0.7761904761904762	0.9	0.5966666666666666	0.3023059524536176	0.0	0.13265131692556306	0.30000000000000004	0.278268455512538
0,1,3,13	-0.32923226448165194	0.0	0.0	4.874890472652795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8701827568213449	-4.097736822739096	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,4,6	0.8577875386095217	0.0	0.0	0.0	2.1110501169591656	0.0	2.5102876306088655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.1393865236335645	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,1,4,9	0.15491789773428416	0.0	0.0	0.0	1.7635157034667324	0.0	0.0	0.0	0.0	1.7906720663058782	0.0	0.0	0.0	0.0	-1.7036253990690948	0.8666666666666666	0.25	0.7857142857142857	0.7266666666666667	0.7597619047619047	0.22110831935702666	0.19364916731037085	0.12046772038736683	0.1997498435543818	0.15112747093647577
