# [Parameters]
# Name = 'fig_h2'
# ShotNo = 115085
# Date = '11/14/2012 16:39'
# 
# DimNo = 1
# DimName = 'Time'
# DimSize = 1310
# DimUnit = 's'
# 
# ValNo = 23
# ValName = 'FIG(9kura)', 'FIG(9I)', 'FIG(6I)', 'FIG(9.5L)', 'FIG(8.5U)', 'Pcc(3-O)', 'Pcc(6-O)', 'Pcc(8-O)', 'Pcc(10-O)', 'Emission(9kura)', 'Emission(9I)', 'Emission(6I)', 'Emission(9.5L)', 'Emission(8.5U)', 'Output(9kura)', 'Output(9I)', 'Output(6I)', 'Output(9.5L)', 'Output(8.5U)', 'Output(3-O)', 'Output(6-O)', 'Output(8-O)', 'Output(10-O)'
# ValUnit = 'Pa', 'Pa', 'Pa', 'Pa', 'Pa', 'Pa', 'Pa', 'Pa', 'Pa', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V'
# [Comments]
# Neutral pressure ; calibrated for H2 at : 2012.10.16.
#    For He, Ar, Ne etc, need correction factor
#    FIG data NOT reliable below 1.e-3 Pa
#    Pcc data need correction above 0.1 Pa
#    Contact: kobayashi.masahiro@lhd.nifs.ac.jp or tel.2169.
# 
# 
# [data]
 #Time(s), FIG(9kura)(Pa), FIG(9I)(Pa), FIG(6I)(Pa), FIG(9.5L)(Pa), FIG(8.5U)(Pa), Pcc(3-O)(Pa), Pcc(6-O)(Pa), Pcc(8-O)(Pa), Pcc(10-O)(Pa), Emission(9kura)(V), Emission(9I)(V), Emission(6I)(V), Emission(9.5L)(V), Emission(8.5U)(V), Output(9kura)(V), Output(9I)(V), Output(6I)(V), Output(9.5L)(V), Output(8.5U)(V), Output(3-O)(V), Output(6-O)(V), Output(8-O)(V), Output(10-O)(V), 
   0.000,  0.0000E+000,  1.2553E-005,  6.4641E-004,  0.0000E+000,  0.0000E+000,  5.6260E-004,  2.0234E-004,  0.0000E+000,  5.8961E-004, -7.8076E+000,  3.2520E+000,  1.1572E+000, -3.0176E+000, -2.1484E-001,  9.9951E+000, -1.4648E-002,  4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4211E+000,  3.1547E+000,  4.9684E-001,  3.4333E+000
   0.010,  0.0000E+000,  1.2553E-005,  7.8590E-004,  0.0000E+000,  0.0000E+000,  5.7868E-004,  2.0812E-004,  0.0000E+000,  5.9937E-004, -7.8076E+000,  3.2178E+000,  1.1475E+000, -3.0225E+000, -2.1484E-001,  9.9951E+000, -4.8828E-003,  4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4284E+000,  3.1620E+000,  5.0356E-001,  3.4376E+000
   0.020,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  5.7060E-004,  2.0593E-004,  0.0000E+000,  5.9170E-004, -7.8076E+000,  3.2324E+000,  1.1475E+000, -3.0225E+000, -2.1484E-001,  9.9951E+000, -9.7656E-003, -4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4248E+000,  3.1593E+000,  5.0111E-001,  3.4342E+000
   0.030,  0.0000E+000,  1.5264E-004,  8.7874E-006,  0.0000E+000,  0.0000E+000,  5.6000E-004,  2.0306E-004,  0.0000E+000,  5.7800E-004, -7.8076E+000,  3.2715E+000,  1.1719E+000, -3.0176E+000, -2.1484E-001,  9.9951E+000,  9.7656E-003, -4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4199E+000,  3.1556E+000,  4.9623E-001,  3.4281E+000
   0.040,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  5.5935E-004,  2.0164E-004,  0.0000E+000,  5.7127E-004, -7.8125E+000,  3.2324E+000,  1.1621E+000, -3.0176E+000, -2.1484E-001,  9.9951E+000, -1.4648E-002, -9.7656E-003, -1.0000E+001,  0.0000E+000,  3.4196E+000,  3.1538E+000,  4.9196E-001,  3.4251E+000
   0.050,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  5.6395E-004,  2.0282E-004,  0.0000E+000,  5.7732E-004, -7.8076E+000,  3.2373E+000,  1.1328E+000, -3.0176E+000, -2.1484E-001,  9.9951E+000, -1.4648E-002,  0.0000E+000, -1.0000E+001,  0.0000E+000,  3.4217E+000,  3.1553E+000,  4.9593E-001,  3.4278E+000
   0.060,  0.0000E+000,  1.2553E-005,  4.4897E-004,  0.0000E+000,  0.0000E+000,  5.7261E-004,  2.0569E-004,  0.0000E+000,  5.9448E-004, -7.8076E+000,  3.2275E+000,  1.1572E+000, -3.0176E+000, -2.1484E-001,  9.9951E+000, -1.4648E-002,  4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4257E+000,  3.1590E+000,  5.0142E-001,  3.4355E+000
   0.070,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  5.7530E-004,  2.0690E-004,  0.0000E+000,  5.9797E-004, -7.8076E+000,  3.2324E+000,  1.1523E+000, -3.0176E+000, -2.1484E-001,  9.9951E+000, -9.7656E-003, -4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4269E+000,  3.1605E+000,  5.0264E-001,  3.4370E+000
   0.080,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  5.6727E-004,  2.0473E-004,  0.0000E+000,  5.8481E-004, -7.8076E+000,  3.2422E+000,  1.1719E+000, -3.0176E+000, -2.1484E-001,  9.9951E+000, -9.7656E-003,  0.0000E+000, -1.0000E+001,  0.0000E+000,  3.4233E+000,  3.1578E+000,  4.9806E-001,  3.4312E+000
   0.090,  0.0000E+000,  1.2553E-005,  8.7874E-006,  0.0000E+000,  0.0000E+000,  5.6132E-004,  2.0306E-004,  0.0000E+000,  5.7800E-004, -7.8076E+000,  3.2324E+000,  1.1328E+000, -3.0176E+000, -2.1484E-001,  9.9951E+000, -4.8828E-003, -4.8828E-003, -1.0000E+001,  0.0000E+000,  3.4205E+000,  3.1556E+000,  4.9501E-001,  3.4281E+000
