#[Parameters]
# Name = 'nb3-POWER-TEMPORAL'
# ShotNo = 115085
# Date = '11/14/2012 16:39'
# 
# DimNo = 1
# DimName = 'time'
# DimSize = 13107
# DimUnit = 's'
# 
# ValNo = 4
# ValName ='Ebeam_nb3','Pport-through_nb3','Ion-stsA_nb3','Ion-stsB_nb3'
# ValUnit ='keV','MW','',''
# 
# [comments]
# 'NBI provisional value'
# 'NIFS Analysis Information Group.(2006)'
# ''
# 'PortThroughRate = 0.38'
# ''
# 'time[sec.],Enb[keV],Pport-though[MW],Ion-statusA,Ion-statusB'
# [data]
     0.001,    0.0000,    0.0000,0,0
     0.002,    0.0000,    0.0000,0,0
     0.003,    0.0000,    0.0000,0,0
     0.004,    0.0000,    0.0000,0,0
     0.005,    0.0000,    0.0000,0,0
     0.006,    0.0000,    0.0000,0,0
     0.007,    0.0000,    0.0000,0,0
     0.008,    0.0000,    0.0000,0,0
     0.009,    0.0000,    0.0000,0,0
     0.010,    0.0000,    0.0000,0,0
     0.011,    0.0000,    0.0000,0,0
     0.012,    0.0000,    0.0000,0,0
     0.013,    0.0000,    0.0000,0,0
     0.014,    0.0000,    0.0000,0,0
     0.015,    0.0000,    0.0000,0,0
     0.016,    0.0000,    0.0000,0,0
     0.017,    0.0000,    0.0000,0,0
     0.018,    0.0000,    0.0000,0,0
     0.019,    0.0000,    0.0000,0,0
     0.020,    0.0000,    0.0000,0,0
     0.021,    0.0000,    0.0000,0,0
     0.022,    0.0000,    0.0000,0,0
     0.023,    0.0000,    0.0000,0,0
     0.024,    0.0000,    0.0000,0,0
     0.025,    0.0000,    0.0000,0,0
     0.026,    0.0000,    0.0000,0,0
     0.027,    0.0000,    0.0000,0,0
     0.028,    0.0000,    0.0000,0,0
     0.029,    0.0000,    0.0000,0,0
     0.030,    0.0000,    0.0000,0,0
     0.031,    0.0000,    0.0000,0,0
     0.032,    0.0000,    0.0000,0,0
     0.033,    0.0000,    0.0000,0,0
     0.034,    0.0000,    0.0000,0,0
     0.035,    0.0000,    0.0000,0,0
     0.036,    0.0000,    0.0000,0,0
     0.037,    0.0000,    0.0000,0,0
     0.038,    0.0000,    0.0000,0,0
     0.039,    0.0000,    0.0000,0,0
     0.040,    0.0000,    0.0000,0,0
     0.041,    0.0000,    0.0000,0,0
     0.042,    0.0000,    0.0000,0,0
     0.043,    0.0000,    0.0000,0,0
     0.044,    0.0000,    0.0000,0,0
     0.045,    0.0000,    0.0000,0,0
     0.046,    0.0000,    0.0000,0,0
     0.047,    0.0000,    0.0000,0,0
     0.048,    0.0000,    0.0000,0,0
     0.049,    0.0000,    0.0000,0,0
     0.050,    0.0000,    0.0000,0,0
     0.051,    0.0000,    0.0000,0,0
     0.052,    0.0000,    0.0000,0,0
     0.053,    0.0000,    0.0000,0,0
     0.054,    0.0000,    0.0000,0,0
     0.055,    0.0000,    0.0000,0,0
     0.056,    0.0000,    0.0000,0,0
     0.057,    0.0000,    0.0000,0,0
     0.058,    0.0000,    0.0000,0,0
     0.059,    0.0000,    0.0000,0,0
     0.060,    0.0000,    0.0000,0,0
     0.061,    0.0000,    0.0000,0,0
     0.062,    0.0000,    0.0000,0,0
     0.063,    0.0000,    0.0000,0,0
     0.064,    0.0000,    0.0000,0,0
     0.065,    0.0000,    0.0000,0,0
     0.066,    0.0000,    0.0000,0,0
     0.067,    0.0000,    0.0000,0,0
     0.068,    0.0000,    0.0000,0,0
