# [Parameters]
# Name = 'DivIis_tor_sum'
# ShotNo = 176745
# Date = '01/19/2022 17:14'
# 
# DimNo = 1
# DimName = 'Time'
# DimSize = 2499
# DimUnit = 's'
# 
# ValNo = 14
# ValName = 'Iis_2L@20', 'Iis_2R@19', 'Iis_4L@20', 'Iis_4R@19', 'Iis_6L@20', 'Iis_6R@6', 'Iis_7L@20', 'Iis_7R@19', 'Iis_8L@20', 'Iis_8R@20', 'Iis_9L@17', 'Iis_9R@19', 'Iis_10L@20', 'Iis_10R@20'
# ValUnit = 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A'
# [Comments]
# *Number following "@" indicates number of used probed pins for summation. 
# *4L and 4R tile's positions were different from toroidal symmetric ones of the other tiles. 
# *2L and 2R tile probe's positions were following a different rule in 18 cycle experiment. 
# *Zero value is inserted when signal is not reliable or resister was broken. 
# *There may be obviously strange signal and it would be attributed to break of resistances. 
# *If you have a quastion about this data, please contact S. Masuzaki and H. Tanaka. 
# 
# ***** Additional information after analysis *****
# tnm:  2L  2R  4L  4R  6L  6R  7L  7R  8L  8R  9L  9R  10L 10R
# gdn: 20  19  20  19  20   6  20  19  20  20  17  19  20  20
# mode: 2  2  2  2  2  2  2  2  2  2  2  2  2  2 (0:no-bias?/1:Isat/2:Ip-Vp)
# 
# *****  Break probe information of Langmuir8  *****
# [br0] pre-removed channel / [br1] small R in circuit with GND / [br2] break of resister (maybe)
# 19-Jan-2022 / [br0]  2R19 4R2  6R1  6R3  6R4  6R5  6R6  6R10 6R12 6R13 6R14 6R15 6R18 6R20 7R6  9L2  9L12 9R18 were firstly removed
# 176745 / [br1]  6R2  6R19 9L5  / [br2] none / 19-Jan-2022 17:14:25
# **************************************************
# [data]
  2.6983E-03, -9.7280E-04, -8.7888E-04, -9.6993E-04, -1.1269E-03, 3.3782E-04, 3.4081E-04, 4.2691E-04, 1.1753E-03, 5.5951E-04, 9.1418E-04, 5.7479E-04, 6.9279E-05, 7.3506E-04, 4.3336E-04
  6.6983E-03, -1.4242E-03, -8.1978E-04, 5.2389E-04, 1.9214E-05, -9.4450E-04, -4.5767E-04, -1.1306E-03, -1.0736E-03, 3.8591E-05, -7.7252E-05, -1.1427E-03, -1.4877E-03, -5.8955E-04, -7.4350E-04
  1.0698E-02, -3.8640E-04, -4.2981E-04, 6.2650E-05, 1.5828E-04, 1.4718E-04, -2.7746E-04, 5.3759E-04, -1.5223E-04, 7.4610E-04, 4.7728E-04, 4.9135E-04, 1.3018E-03, 2.2921E-04, 4.8203E-04
  1.4698E-02, -3.7017E-04, -1.0185E-03, -1.0632E-03, -5.4922E-04, -1.5547E-03, -3.8756E-04, -8.3744E-04, -1.1431E-03, -9.7834E-04, -9.4584E-04, 4.8071E-05, 7.8374E-04, -4.3136E-04, -1.3798E-04
  1.8698E-02, 5.3492E-04, 1.7224E-04, 1.2987E-04, 4.4453E-04, -5.0818E-04, 2.0290E-04, -2.4119E-04, 2.8467E-04, 9.7695E-05, 1.8408E-04, 4.6585E-04, 2.9005E-04, 7.8573E-06, 2.3403E-04
  2.2698E-02, -4.8317E-04, 1.4790E-04, 1.4899E-04, -2.1430E-04, -4.6935E-05, 9.6860E-05, 1.4588E-04, 5.5701E-04, -4.4849E-05, 2.2992E-05, -1.7140E-03, -2.1778E-03, -7.3265E-05, -4.6826E-04
  2.6698E-02, 6.8848E-04, 1.2094E-03, 1.9424E-03, 1.3415E-03, 1.9122E-04, -2.0561E-04, -1.0386E-04, -5.2308E-04, 1.5680E-04, 4.1535E-05, -1.1381E-03, -9.7199E-04, -4.5222E-04, -5.8241E-04
  3.0698E-02, 9.7125E-04, 6.1262E-04, 3.3673E-04, 6.2300E-04, 4.9775E-04, -1.2217E-04, 6.5695E-04, -4.4733E-06, -9.0046E-05, -1.2882E-04, 3.0998E-04, 9.2281E-04, 4.8300E-04, 3.7889E-04
  3.4698E-02, 3.5703E-04, -2.3396E-04, -4.8898E-04, 8.4113E-05, -1.1154E-03, -1.3666E-04, -9.3015E-04, -5.7581E-04, -1.2785E-03, -9.9336E-04, -7.5041E-04, -6.6778E-04, -3.6762E-04, -4.4161E-04
  3.8698E-02, 4.8766E-05, 8.9953E-05, 1.2175E-04, 1.0555E-04, 7.2141E-04, 5.0595E-04, 3.2435E-04, 8.7860E-04, 1.1842E-03, 1.0162E-03, 6.6171E-04, 3.5553E-04, 2.8252E-04, 3.4065E-04
