# [Parameters]
# Name = tsmap_nel
# ShotNo = 163385
# Date = '07/05/2021 10:59'
# 
# DimNo = 1
# DimName = 'Time'
# DimSize = 172
# DimUnit = 's'
# 
# ValNo = 25
# ValName = 'laser', 'laser number', 'a99', 'a999', 'R99', 'R999', 'p0', 'pf', 'ip', 'ipf', 'nl_thomson_mid', 'nl_mmw_mid', 'nl_thomson_3579', 'nl_fir_3579', 'nl_thomson_3669', 'nl_fir_3669', 'nl_thomson_3759', 'nl_fir_3759', 'nl_thomson_3849', 'nl_fir_3849', 'nl_thomson_3939', 'nl_fir_3939', 'chi', 'geom_center', 'Rax_vmec'
# ValUnit = 'arb', 'arb', 'm', 'm', 'm', 'm', '%', 'arb', 'kA/T', 'arb', 'arb', 'e19m-2', 'arb', 'e19m-2', 'arb', 'e19m-2', 'arb', 'e19m-2', 'arb', 'e19m-2', 'arb', 'e19m-2', 'arb', 'm', 'm'
# 
# [Comments]
# Bt = -2.53850
# Rax = 3.90000
# Bq = 100.000
# Gamma = 1.25380
# phiedge = -2.8685000
# avac = 0.55800000
# ExpDate = 2.02011e+07
# Cycle = 22.0000
# t1 = 3.29900
# t2 = 9.01000
# density (ne) is only for very rough information
# Do not use data for ne_bar < 5*1-^12cm-3
# High Voltage is set at 0.90 times
# Te limit = 22keV
# Laser#1, #3, #5, 
# 
# [data]
    0.016944,     -405.00,      10.000,     0.76951,     0.78517,      5.2061,      5.2487,      0.0000,      2.1400,     -0.0000,      2.0000,    0.015164,   0.0040124,    0.014077,   0.0057522,    0.014896, -0.00082463,    0.015228, -0.00082792,    0.015063, -0.00082137,    0.014440,   0.0041095,      9999.0,      3.8133,      3.8981
      3.3169,     -408.00,      10.000,     0.54576,     0.59446,      4.6289,      4.7459,     0.20000,      2.1400,    0.021336,      2.0000,    0.041354,     0.46931,    0.037393,     0.44870,    0.040291,     0.45296,    0.041121,     0.45476,    0.040355,     0.43309,    0.038576,     0.45610,      30.870,      3.8173,      3.9120
      3.3503,     -410.00,      10.000,     0.55143,     0.60011,      4.6617,      4.7830,     0.60000,      2.1400,     0.13267,      2.0000,    0.075396,     0.85017,    0.065288,     0.82837,    0.071299,     0.84321,    0.073793,     0.83746,    0.073353,     0.80372,    0.070119,     0.79961,      24.567,      3.8254,      3.9399
      3.3836,     -403.00,      10.000,     0.57070,     0.61624,      4.6979,      4.8142,     0.40000,      2.1400,     0.29290,      2.0000,     0.11515,      1.1399,     0.10699,      1.0996,     0.11234,      1.1155,     0.11373,      1.1290,     0.11144,      1.0840,     0.10642,      1.0798,      12.129,      3.8214,      3.9259
      3.4169,     -400.00,      10.000,     0.57440,     0.61814,      4.7180,      4.8309,     0.60000,      2.1400,     0.48383,      2.0000,     0.14604,      1.4214,     0.13836,      1.3617,     0.14375,      1.3878,     0.14444,      1.3933,     0.14112,      1.3461,     0.13496,      1.3149,      9.6348,      3.8254,      3.9399
      3.4503,     -407.00,      10.000,     0.57446,     0.61618,      4.7348,      4.8447,     0.90000,      2.1400,     0.67374,      2.0000,     0.17433,      1.7195,     0.16776,      1.6058,     0.17250,      1.6509,     0.17177,      1.6393,     0.16716,      1.5992,     0.16006,      1.5409,      8.8937,      3.8319,      3.9603
      3.4836,     -394.00,      10.000,     0.57587,     0.61843,      4.7330,      4.8448,     0.80000,      2.1400,     0.85990,      2.0000,     0.19241,      1.9347,     0.18393,      1.8408,     0.18993,      1.8778,     0.19014,      1.8762,     0.18535,      1.8252,     0.17720,      1.7578,      17.329,      3.8299,      3.9534
      3.5169,     -406.00,      10.000,     0.57670,     0.61772,      4.7298,      4.8370,     0.70000,      2.1400,      1.0571,      2.0000,     0.20794,      2.1914,     0.19892,      2.1211,     0.20504,      2.1410,     0.20463,      2.1222,     0.19920,      2.0874,     0.19052,      2.0471,      8.1513,      3.8279,      3.9465
      3.5503,     -393.00,      10.000,     0.57098,     0.61247,      4.7262,      4.8348,     0.90000,      2.1400,      1.2352,      2.0000,     0.24388,      2.5145,     0.23627,      2.5821,     0.24271,      2.5676,     0.24059,      2.6780,     0.23295,      2.6026,     0.22274,      2.5533,      7.2582,      3.8319,      3.9603
      3.5836,     -403.00,      10.000,     0.57191,     0.61429,      4.7181,      4.8279,     0.70000,      2.1400,      1.4172,      2.0000,     0.26720,      2.8372,     0.25411,      2.8985,     0.26294,      2.9034,     0.26261,      3.0607,     0.25630,      2.9823,     0.24532,      2.9059,      6.4125,      3.8279,      3.9465
