Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5,6,7	0.8845443285686944	0.0	-0.2755177507525245	0.8792468505198366	3.0422419302881063	0.026615327934093047	0.2908048971527336	-0.45387855596399157	0.0	0.0	0.0	0.0	-2.5437276064881438	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,8,11	0.4506167008369206	0.0	-0.7129065015326865	1.0091276546682277	2.5364951442843955	0.034201107490959184	0.0	0.0	-0.9628980880739352	0.0	0.0	-0.5470797196798252	-1.209840342669363	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,9,10	0.8385377506364339	0.0	-0.5033118746273916	1.039962441991357	3.1291629248755766	0.04879492255144234	0.0	0.0	0.0	-0.2897100686030608	-0.006529265716682523	0.0	-2.537121702127466	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,8	0.7183281976127798	0.0	-0.7288974588674335	1.0131997968485493	2.308234880030392	0.41721483452749675	0.4084874191514061	0.0	-1.096130770617822	0.0	0.0	0.0	-2.039036453124764	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,9,11	0.6061048875440587	0.0	-0.46670609844867855	1.0270304805266413	3.085633133363449	0.0070116057045598364	0.0	0.0	0.0	-0.10142629594325983	0.0	-0.5916288110283751	-2.002112930200262	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,9	0.8743719593871745	0.0	-0.3442616132524673	0.9249683730745968	3.045269304816679	0.05689359967078761	0.25285851866939135	0.0	0.0	-0.41561671938191413	0.0	0.0	-2.5331263080029833	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,10,11	0.5890917793518884	0.0	-0.49531271676992034	1.0381408105480807	3.0875096719694435	0.004772405948535848	0.0	0.0	0.0	0.0	-0.057110139081457165	-0.6222914370840249	-2.003681870725548	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,8	0.5423245195768036	0.0	-0.6861311955874059	1.0502400609477989	2.5188547080720016	0.03961063594628186	0.0	-0.30665304522655734	-1.0257984548233554	0.0	0.0	0.0	-1.5111911400406381	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6,7,8	0.5753101285842857	0.0	-0.3049845254682763	0.7583682164341038	2.269462245027751	0.0	0.686385020394303	-0.5191696611902034	-1.0714552555841625	0.0	0.0	0.0	-1.4680852988483846	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6,7,9	0.891387884318694	0.0	-0.25257654425587955	0.8697579588468198	3.0406231025740147	0.0	0.30685103081945925	-0.38875594909166383	0.0	-0.10191657249087602	0.0	0.0	-2.5076927737618164	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6,7,10	0.8915557686202789	0.0	-0.23937243893685958	0.8781343397510579	3.0385160020915074	0.0	0.29781639543890626	-0.4991284536914902	0.0	0.0	0.02009164770634466	0.0	-2.5283348057007182	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
